company_name,productivity_change_pct,employees_impacted
Callahan-Yang Pvt. Ltd.,65.7004521071314,719
Nguyen and Sons Pvt. Ltd.,74.9761231711524,382
"Hardy, Smith and Rojas Pvt. Ltd.",3.3176381071664096,604
Dunn-Summers Pvt. Ltd.,11.371437326727618,258
"Fisher, King and Harris Pvt. Ltd.",35.41566580287957,313
"Graves, Blair and Walls Pvt. Ltd.",2.0823174714486026,703
"Randall, Murray and Levine Pvt. Ltd.",17.90403293959597,461
Prince-Alexander Pvt. Ltd.,18.78157778783638,337
"Navarro, Brooks and Wilson Pvt. Ltd.",84.9326528463003,259
"Morgan, Williams and Johnson Pvt. Ltd.",28.252649752038884,520
Hurley-Adams Pvt. Ltd.,63.19246196175021,625
"Mitchell, Calhoun and Irwin Pvt. Ltd.",3.89054873699296,450
"Whitaker, Walker and Ellison Pvt. Ltd.",58.274029972031926,448
Martin-Williams Pvt. Ltd.,73.61483304728259,843
Henson LLC Pvt. Ltd.,80.98894531406785,864
Cole-Moore Pvt. Ltd.,51.43665462607522,472
"Perez, Turner and Farmer Pvt. Ltd.",12.358599554569372,959
"Harrison, Woods and Williams Pvt. Ltd.",63.340407685414135,189
"Burton, Lara and Vargas Pvt. Ltd.",64.9800338578525,911
"Gonzales, Marquez and Yates Pvt. Ltd.",54.43185522981642,534
"Lopez, Martinez and Williams Pvt. Ltd.",56.87308173470503,349
Hill-Saunders Pvt. Ltd.,61.41069490860267,865
Rogers-Vazquez Pvt. Ltd.,47.08262467695724,529
"Miller, Hobbs and Reynolds Pvt. Ltd.",46.30598577807908,486
Stephenson-Moore Pvt. Ltd.,25.66949916998473,257
Abbott and Sons Pvt. Ltd.,8.049583608585898,554
Gordon-Hall Pvt. Ltd.,30.62382541101412,687
"Castillo, Suarez and Hubbard Pvt. Ltd.",35.08295986106622,436
"Morton, Moore and Roach Pvt. Ltd.",16.539736430030892,786
Fields-Mcdonald Pvt. Ltd.,49.5447251615893,840
"Rodriguez, Everett and Young Pvt. Ltd.",73.61648167480756,289
"Hurst, Ball and Wilson Pvt. Ltd.",86.08179795507034,801
"Miller, Mann and Hayes Pvt. Ltd.",56.91381813887693,836
Hall-Roman Pvt. Ltd.,37.62668416313591,953
"Lewis, Arnold and Wolf Pvt. Ltd.",2.151640767343521,349
"Jones, Potter and Fernandez Pvt. Ltd.",40.675191201133,211
Morgan-Maynard Pvt. Ltd.,59.15491734171254,958
"Holmes, Lynch and Curtis Pvt. Ltd.",49.03607301658453,320
Meyer LLC Pvt. Ltd.,71.17492001495428,475
"Cervantes, Medina and Farley Pvt. Ltd.",69.28695480134385,379
"Frazier, Woods and Jones Pvt. Ltd.",45.50863703885659,589
Johnson-Bray Pvt. Ltd.,18.10887763340804,366
"Benjamin, Anderson and Murray Pvt. Ltd.",97.20718567129676,212
West-Diaz Pvt. Ltd.,57.3323685158851,269
"Hill, Lee and Howard Pvt. Ltd.",13.02421478347171,458
"Martin, Duncan and Watson Pvt. Ltd.",85.40327907696434,308
"Thompson, Ford and Rowe Pvt. Ltd.",45.34261530175678,636
Gilbert-Cordova Pvt. Ltd.,23.70776014082585,537
Romero-Massey Pvt. Ltd.,22.36038660026194,550
"Robinson, Austin and Foster Pvt. Ltd.",58.634557626533066,390
"Phillips, Bradshaw and Sanchez Pvt. Ltd.",93.02588397930006,364
Guerra-Morales Pvt. Ltd.,90.49922067149907,539
"Pena, Pruitt and Sherman Pvt. Ltd.",47.92377456221555,438
Harris-Jordan Pvt. Ltd.,56.35851701927972,730
Alvarez-Stokes Pvt. Ltd.,97.47809855832902,558
Gregory Group Pvt. Ltd.,35.63332819906626,774
Dyer-Gomez Pvt. Ltd.,71.54013502443766,350
Johnson-Cisneros Pvt. Ltd.,49.73588318022052,429
"Chandler, Parker and Hale Pvt. Ltd.",48.04018811526202,862
Wise-Martinez Pvt. Ltd.,25.467643807047267,904
Perez-King Pvt. Ltd.,99.55465688151696,908
Kelly-Collins Pvt. Ltd.,10.835257710394597,854
Alvarez-Carr Pvt. Ltd.,6.4595438245608765,498
"Dean, Adams and Vasquez Pvt. Ltd.",30.783437233655,655
"White, Huff and Watkins Pvt. Ltd.",34.940584071120625,485
Hernandez-Moody Pvt. Ltd.,75.85353882004927,866
"Hogan, Murphy and Thomas Pvt. Ltd.",7.446218962929418,410
Duke Group Pvt. Ltd.,89.33364301987604,820
Osborne-Peterson Pvt. Ltd.,15.221609037297767,906
Peters-Harmon Pvt. Ltd.,72.4056333600317,353
"Hebert, Wright and Wolfe Pvt. Ltd.",43.34699449723544,581
"Andrade, Wise and Davidson Pvt. Ltd.",50.877034942720286,210
Robertson-Morgan Pvt. Ltd.,2.494622746074926,782
Villa and Sons Pvt. Ltd.,41.559052895903726,374
Smith-Cruz Pvt. Ltd.,45.77175781520948,356
Gordon-Archer Pvt. Ltd.,65.92069779279196,425
"Cole, Garcia and Fox Pvt. Ltd.",95.1233441939438,540
"Sullivan, Crawford and White Pvt. Ltd.",78.00231485027449,677
Solomon-Cox Pvt. Ltd.,48.1153845432005,278
"Lewis, Chavez and Myers Pvt. Ltd.",77.12119129257185,452
"Young, Jackson and Larson Pvt. Ltd.",73.66003276837702,849
Hernandez-Walton Pvt. Ltd.,38.70049102882466,503
"Wilson, Vasquez and Andrews Pvt. Ltd.",88.4835276525712,273
"Johnson, Griffin and Henry Pvt. Ltd.",15.23740568293449,178
Warner Inc Pvt. Ltd.,77.49309104256666,819
"Owens, Ryan and Johnson Pvt. Ltd.",66.75430415599257,186
"Taylor, Hughes and Lee Pvt. Ltd.",4.924694794102957,883
Spears and Sons Pvt. Ltd.,66.69935172182291,500
"Parrish, Mcintosh and Jones Pvt. Ltd.",64.62934335518786,693
"Gonzales, Baker and Hanna Pvt. Ltd.",5.228252603144679,808
"Hopkins, Evans and Hudson Pvt. Ltd.",15.865672216902183,438
"Clark, Park and Mason Pvt. Ltd.",67.32400566122956,342
"Luna, Schmidt and Diaz Pvt. Ltd.",73.99187309587715,675
Ayala-Walker Pvt. Ltd.,95.88780893718892,265
"Miller, Hughes and Lam Pvt. Ltd.",98.67325900074512,288
"Ponce, Smith and Lindsey Pvt. Ltd.",1.7435985082616567,665
Gibbs-Collins Pvt. Ltd.,67.87570047191551,936
"Combs, Holmes and Walsh Pvt. Ltd.",61.375204269278015,441
"Webb, Johnson and Murray Pvt. Ltd.",57.74070387416166,154
Norman-Chung Pvt. Ltd.,41.78812865827258,851
Duran-White Pvt. Ltd.,58.56268390201574,269
Jimenez-Black Pvt. Ltd.,78.9712254522724,466
"Kennedy, Jones and Jackson Pvt. Ltd.",22.44283913305681,435
Mccann-Mooney Pvt. Ltd.,76.65578571834934,501
Thompson-Huff Pvt. Ltd.,9.396318128950709,629
"King, Moreno and Alvarez Pvt. Ltd.",0.0993394799198466,998
"Williams, Hendricks and Green Pvt. Ltd.",71.635088666438,241
Mccoy-Cox Pvt. Ltd.,59.43667426891309,792
Peters-Kidd Pvt. Ltd.,26.731385072154644,423
"Cole, Graham and Wilson Pvt. Ltd.",91.33107694058754,468
Becker-Bass Pvt. Ltd.,54.62302282659369,890
Odonnell-Morales Pvt. Ltd.,22.875778661889367,490
"Moses, Hernandez and Jones Pvt. Ltd.",35.43132364246122,755
Hill-Leblanc Pvt. Ltd.,51.05905514607558,305
Santiago-Richard Pvt. Ltd.,64.16268911668854,506
"Elliott, Hill and Anderson Pvt. Ltd.",67.00020919271753,323
Gay-Thomas Pvt. Ltd.,41.92810143609709,422
"Williams, Morris and Bates Pvt. Ltd.",6.951629892946509,366
Peterson-Mata Pvt. Ltd.,40.51566218016749,771
"Vaughan, Taylor and Wilkerson Pvt. Ltd.",51.46917911688909,928
Carrillo-Byrd Pvt. Ltd.,18.740362368031693,743
"Best, Edwards and Miller Pvt. Ltd.",24.2179288608028,274
Reyes-Silva Pvt. Ltd.,82.11192022910441,702
Butler-Collins Pvt. Ltd.,29.110023427768084,206
"Bass, Garcia and Villegas Pvt. Ltd.",47.33020573707613,659
"Gomez, Salazar and Jones Pvt. Ltd.",40.64700909899189,581
"Rice, Steele and Jordan Pvt. Ltd.",3.935941888410066,974
"Moore, Brooks and Barajas Pvt. Ltd.",74.7321130999069,562
"Garcia, Brown and Golden Pvt. Ltd.",93.81755503362892,626
"Perry, Higgins and Allen Pvt. Ltd.",47.87841701807515,899
"Collins, Hebert and Taylor Pvt. Ltd.",12.47566262080284,661
Atkinson-Gray Pvt. Ltd.,38.526583644416846,727
"Smith, Brown and Jenkins Pvt. Ltd.",54.49122774621627,369
Thornton Inc Pvt. Ltd.,8.495006624633817,683
"Smith, Arias and Bell Pvt. Ltd.",19.343680387743024,689
Gray-Huerta Pvt. Ltd.,6.9105673663538365,445
Hensley-Harris Pvt. Ltd.,34.19756201057813,907
Dawson-Wells Pvt. Ltd.,89.49613875758277,507
"Martin, Rodriguez and Ferrell Pvt. Ltd.",30.378133266298924,469
Colon-Cruz Pvt. Ltd.,80.21830366737038,374
Harvey-Cochran Pvt. Ltd.,26.23907348439612,847
"Rogers, Everett and Thomas Pvt. Ltd.",70.44927462599608,809
Jordan-Thomas Pvt. Ltd.,32.76819434655055,616
"Green, Ramirez and Hernandez Pvt. Ltd.",64.14875707144367,397
Mitchell-Rojas Pvt. Ltd.,28.566297113002324,796
"Silva, Hill and Moss Pvt. Ltd.",26.68589462950923,290
Freeman PLC Pvt. Ltd.,40.96491306868464,921
Williams-Bird Pvt. Ltd.,30.151630737534585,792
"Rogers, Rice and Wilson Pvt. Ltd.",76.48989749336135,878
"Robbins, Ray and Rodriguez Pvt. Ltd.",77.03382469540418,794
"Ponce, Hill and Mccoy Pvt. Ltd.",7.14622380905997,574
Smith-Aguirre Pvt. Ltd.,74.4272283346607,701
"Beard, Martin and Jacobs Pvt. Ltd.",75.47575372787954,784
Jenkins-Wilkerson Pvt. Ltd.,77.30792244779286,868
"Weaver, Diaz and Rios Pvt. Ltd.",9.997836763903722,371
Williams-Fleming Pvt. Ltd.,61.09931349986706,651
Knight-Lyons Pvt. Ltd.,85.29592247071129,791
"Greer, Mack and Johnson Pvt. Ltd.",16.189390175135276,290
Fox-Jones Pvt. Ltd.,88.52740234466658,991
Glover-Barnett Pvt. Ltd.,69.40352988055697,614
"Wood, Parker and Cox Pvt. Ltd.",87.26151881214537,776
"Michael, Washington and Jones Pvt. Ltd.",79.94726061116624,815
"Gilmore, Lee and Davis Pvt. Ltd.",75.18546436390399,406
Coleman-Tanner Pvt. Ltd.,59.0942955198336,909
Ward-Holmes Pvt. Ltd.,20.890936163913576,620
Adams-Combs Pvt. Ltd.,83.36710555384697,855
Singh-Pittman Pvt. Ltd.,2.352095007374899,253
"Chavez, Li and Daniels Pvt. Ltd.",51.95014709456982,391
Hawkins-Martin Pvt. Ltd.,54.48630436622317,739
Pierce PLC Pvt. Ltd.,94.22129403639136,370
Manning-Moses Pvt. Ltd.,82.07773438961846,598
Taylor-Lee Pvt. Ltd.,34.38059553260179,635
Cooper-Perez Pvt. Ltd.,53.19099352205765,409
Cook-Strickland Pvt. Ltd.,13.372843500800291,818
Sutton-Green Pvt. Ltd.,63.03813978791509,400
Dixon-Hobbs Pvt. Ltd.,79.38178721119439,755
"Robinson, Vaughn and Dickerson Pvt. Ltd.",66.94861840071901,983
"Mejia, Wang and Mcguire Pvt. Ltd.",18.99218679633105,273
Kelley-Russell Pvt. Ltd.,28.42570311075381,956
"Myers, Warner and Williams Pvt. Ltd.",89.64673295077388,465
"Vega, Herrera and Davies Pvt. Ltd.",23.93664970786229,397
"Miller, Ramos and Hill Pvt. Ltd.",78.12963270544128,978
"Ward, Thomas and Ruiz Pvt. Ltd.",50.905297056064455,417
Bradford-Rice Pvt. Ltd.,16.75383032511324,717
"Gross, Gay and Moore Pvt. Ltd.",0.3544842563879324,987
"Sparks, Henderson and Martin Pvt. Ltd.",83.08654540192731,506
"Dalton, Kim and Prince Pvt. Ltd.",52.5901366309292,838
"Bryant, Riddle and Brown Pvt. Ltd.",19.183477314287916,716
"Larson, Roberts and Lopez Pvt. Ltd.",63.7453516470777,965
Owen-Harris Pvt. Ltd.,53.6952930834743,610
Johnson-Alvarado Pvt. Ltd.,49.46845946567441,246
"Thomas, Ellis and Garcia Pvt. Ltd.",72.92833360450014,672
Flores-Kelley Pvt. Ltd.,89.48634104205023,289
Allen-Evans Pvt. Ltd.,36.51550068071777,834
Cook-Rush Pvt. Ltd.,59.32769212807022,575
"Jones, Bryan and Mitchell Pvt. Ltd.",63.91074103501986,415
"Ramirez, Collier and Evans Pvt. Ltd.",18.13112321752064,702
"Brown, Bernard and Williams Pvt. Ltd.",63.0910173845508,510
Vaughn-Mayer Pvt. Ltd.,5.802669910848501,226
"Gutierrez, Griffin and Reyes Pvt. Ltd.",16.781758565724815,736
"Oliver, Hahn and Stephenson Pvt. Ltd.",31.55964822500141,520
Pacheco-Wise Pvt. Ltd.,86.22595345492813,562
Williams-Mack Pvt. Ltd.,45.36493361097966,436
"Carr, Ellis and Tapia Pvt. Ltd.",25.18176727052769,631
"Macias, Collins and Vazquez Pvt. Ltd.",53.88578014106958,833
Bowen-Daniels Pvt. Ltd.,12.37204215882216,561
"Harmon, King and Wilson Pvt. Ltd.",31.98261139193962,890
Foley-Li Pvt. Ltd.,69.786086903806,843
Woodard-Porter Pvt. Ltd.,1.9547695003666927,327
Fisher-Henry Pvt. Ltd.,53.89350657385413,704
Pollard-Young Pvt. Ltd.,62.39178646247192,479
Bishop-Andrews Pvt. Ltd.,95.04336873365818,937
"Rose, Greene and Townsend Pvt. Ltd.",60.494798276212215,397
"Garrett, Watkins and Ramirez Pvt. Ltd.",22.662955507376203,818
Brown-Miles Pvt. Ltd.,51.13190633330863,536
"Johnson, Jones and Levine Pvt. Ltd.",82.00577187818529,599
Thompson-King Pvt. Ltd.,84.78423419480451,488
Foster-Watkins Pvt. Ltd.,11.484280978681316,822
"Hall, Brown and Washington Pvt. Ltd.",99.25760212141334,473
"Jones, Waller and Holland Pvt. Ltd.",56.47805053988986,554
"Griffin, Hunter and Harper Pvt. Ltd.",13.027275947340222,787
"Ramirez, Gonzalez and Daniel Pvt. Ltd.",19.973051408288857,379
Garcia-King Pvt. Ltd.,0.5686643740491881,361
"Pena, Juarez and Kelly Pvt. Ltd.",64.86302437733092,425
"Figueroa, Mays and Smith Pvt. Ltd.",94.99680700019564,443
Collins-Douglas Pvt. Ltd.,95.47494429908431,239
"Newton, Bates and Fuller Pvt. Ltd.",78.85864361254305,302
Stokes-Garcia Pvt. Ltd.,18.608850714772263,632
"Castaneda, Ford and Bean Pvt. Ltd.",53.261881697737714,692
Johnson-Gibson Pvt. Ltd.,86.18159128638958,855
Foster-Skinner Pvt. Ltd.,82.82160534162487,477
"Gates, Herrera and Jones Pvt. Ltd.",67.68759651883724,668
"Taylor, Rice and Wallace Pvt. Ltd.",80.94193338523206,293
"Ellis, Conway and Mejia Pvt. Ltd.",19.59204936767518,168
Alexander-Jordan Pvt. Ltd.,73.47523721150164,650
Thomas-Howe Pvt. Ltd.,2.6137603912100404,831
"Payne, Quinn and Arnold Pvt. Ltd.",37.93394186717202,272
"Baker, Sweeney and Evans Pvt. Ltd.",93.46794488005408,164
"Wilson, Hunt and Maldonado Pvt. Ltd.",12.720821842828425,727
Powers-Kirk Pvt. Ltd.,42.59420310467084,492
Gamble-Smith Pvt. Ltd.,87.65696812193457,355
Huffman-Moran Pvt. Ltd.,4.612310777940831,600
Williams-Shepherd Pvt. Ltd.,64.23380981188845,649
Diaz-Powell Pvt. Ltd.,68.7282177317573,416
"Watkins, Alexander and Small Pvt. Ltd.",6.72529321947054,332
Hahn and Sons Pvt. Ltd.,28.558183409451377,631
Cross-Kirby Pvt. Ltd.,6.234031052886202,936
Castillo-Levy Pvt. Ltd.,95.53761715705696,731
Morris-Washington Pvt. Ltd.,1.041567505358454,768
"Kennedy, Velez and Lindsey Pvt. Ltd.",48.35924066083561,408
"Ellis, Franklin and Matthews Pvt. Ltd.",75.75793066091721,724
Roach Ltd Pvt. Ltd.,73.55515524397495,659
"Cochran, Garcia and Gomez Pvt. Ltd.",9.719873455021355,971
Todd LLC Pvt. Ltd.,89.22888894667724,979
Shaw-Nichols Pvt. Ltd.,11.17001120270299,989
Rogers-Phillips Pvt. Ltd.,60.109535871339645,600
"Cochran, Daniels and Collins Pvt. Ltd.",18.339200970928825,645
"Mahoney, Davis and Adkins Pvt. Ltd.",24.78704141659519,398
"Harris, Armstrong and Fuller Pvt. Ltd.",98.32054057429076,346
Young-Peck Pvt. Ltd.,52.19980826783262,900
"Jacobs, Wells and Webster Pvt. Ltd.",84.54134110358233,609
"Gonzalez, Roach and Williams Pvt. Ltd.",88.11155263335122,699
Hunter LLC Pvt. Ltd.,27.220036910724744,278
Green-Stafford Pvt. Ltd.,92.09362348022356,447
"Blair, White and Black Pvt. Ltd.",38.111006925517785,628
Bradley-Ho Pvt. Ltd.,48.35138920705309,575
Jacobs-Fields Pvt. Ltd.,39.876180787918905,764
Harper-Parsons Pvt. Ltd.,81.0988580453063,300
"Griffin, Hodge and Rodriguez Pvt. Ltd.",62.55408126601733,889
"Hernandez, Hall and Pratt Pvt. Ltd.",94.6705097492476,822
Walker-Yu Pvt. Ltd.,33.58914432570537,737
Ware-Thomas Pvt. Ltd.,67.06718118212454,721
Parker-Martin Pvt. Ltd.,85.01889855858366,221
Gray Inc Pvt. Ltd.,49.124883042986944,452
"Torres, Ryan and Collins Pvt. Ltd.",33.04550573124815,809
"Butler, Jackson and Casey Pvt. Ltd.",85.3171185722016,782
"Carroll, Perkins and Hernandez Pvt. Ltd.",70.70258430415159,424
"Garcia, Roberts and Finley Pvt. Ltd.",63.86994499999547,970
Smith-Graves Pvt. Ltd.,99.00570027407322,829
"French, Bennett and Ramirez Pvt. Ltd.",39.65856466066421,627
Lin Inc Pvt. Ltd.,31.883629883587027,682
Pratt-Green Pvt. Ltd.,22.40648368190268,325
"Sullivan, Mcclain and Huffman Pvt. Ltd.",82.40395965557362,915
"Olson, Thornton and Rogers Pvt. Ltd.",22.360291977713253,545
Beltran-Hines Pvt. Ltd.,9.869287544028026,690
"Yang, Hernandez and Hernandez Pvt. Ltd.",45.059446690810766,514
Gregory-Mullen Pvt. Ltd.,60.90765072797566,593
"Bryan, Powell and Roman Pvt. Ltd.",1.7026601182238088,860
Young-Hernandez Pvt. Ltd.,79.36931975128323,501
"Jones, Avila and Ewing Pvt. Ltd.",13.449912656734387,299
"Stuart, Kelly and Mcgee Pvt. Ltd.",70.05108400474455,698
Morgan-Walsh Pvt. Ltd.,94.21257979327108,361
"Anthony, Williams and Lowe Pvt. Ltd.",31.910770325214376,575
Sanchez-Terrell Pvt. Ltd.,27.38754283192061,511
Moore-Sparks Pvt. Ltd.,38.12745706236642,933
"Holt, Turner and Johnson Pvt. Ltd.",32.95863972332732,680
Hardy-Smith Pvt. Ltd.,78.82981957527564,802
"Jimenez, Nichols and Williams Pvt. Ltd.",25.01058788886731,708
"Mclaughlin, Graham and Smith Pvt. Ltd.",1.5310105679867123,786
Manning-Reyes Pvt. Ltd.,47.57250167030661,915
Carter-Clements Pvt. Ltd.,7.235682716570546,452
"Hudson, Sanchez and Smith Pvt. Ltd.",8.48719738163204,889
Bonilla-Rodriguez Pvt. Ltd.,4.2055562485617255,398
"Hernandez, Curtis and Castillo Pvt. Ltd.",10.79592094563312,847
"Torres, Anderson and Wilson Pvt. Ltd.",96.58926799534828,403
Stokes PLC Pvt. Ltd.,78.59137731950707,819
Henson-Brown Pvt. Ltd.,0.2674397174641463,777
"Wright, Armstrong and Wyatt Pvt. Ltd.",89.49532855375921,776
Navarro-Hall Pvt. Ltd.,9.029533367438347,750
Palmer-Hill Pvt. Ltd.,84.48301250545991,574
Murray-Beard Pvt. Ltd.,81.31218084318192,710
"Chaney, Brennan and Allison Pvt. Ltd.",57.4703233888198,564
"Wagner, Martinez and Ellis Pvt. Ltd.",62.68153804017699,581
Hammond-Hart Pvt. Ltd.,78.89833776634615,345
Rodriguez-Hall Pvt. Ltd.,37.61496062070989,554
"Horton, Mendoza and Day Pvt. Ltd.",19.550380753201868,409
Dorsey-Stone Pvt. Ltd.,19.76658323431113,422
Martin-Stevens Pvt. Ltd.,57.39888833688788,724
"Hunter, Rodriguez and Taylor Pvt. Ltd.",70.63197936427278,494
"Simon, Morales and Lindsey Pvt. Ltd.",75.43329437532233,334
Joseph-Barrett Pvt. Ltd.,55.49516159850256,653
Hicks-Ball Pvt. Ltd.,57.57886221953923,352
"Townsend, Rodriguez and Smith Pvt. Ltd.",45.733338697223566,774
"Gibbs, Ball and Jones Pvt. Ltd.",72.33751578051995,340
"Ross, Dennis and Leblanc Pvt. Ltd.",74.12704279799416,798
"Johnson, Carter and Fowler Pvt. Ltd.",96.13933727277023,242
Mendoza-Thompson Pvt. Ltd.,23.51224106520732,311
"Hart, Patterson and Stevens Pvt. Ltd.",21.394079917447883,944
"Padilla, Martin and Salazar Pvt. Ltd.",69.73974288978799,428
"Hull, Nguyen and Oliver Pvt. Ltd.",12.830004760278191,205
Johnson-Robertson Pvt. Ltd.,68.39548574717911,950
Hansen-Perry Pvt. Ltd.,99.91176247327894,358
Gray-Mcdonald Pvt. Ltd.,62.93597936596556,870
"Cruz, Lee and Cantu Pvt. Ltd.",77.86873771293801,465
Santos-Le Pvt. Ltd.,34.59451130932192,497
Bell-Larson Pvt. Ltd.,41.222215505314864,530
Clark-Clark Pvt. Ltd.,49.02179309969738,894
"Lewis, Johnson and Fletcher Pvt. Ltd.",91.49480132058352,845
Hunter-Rich Pvt. Ltd.,83.54734043834733,426
"Thomas, Sanchez and Daniels Pvt. Ltd.",42.67852795789964,499
"Charles, Krueger and Soto Pvt. Ltd.",80.41585501308084,482
Faulkner-Cummings Pvt. Ltd.,3.735035094431072,180
Walker-Figueroa Pvt. Ltd.,79.05809072255678,910
Coleman-White Pvt. Ltd.,87.13164750525631,419
"Matthews, Contreras and Mason Pvt. Ltd.",30.684315564984495,319
"Davis, Smith and Fernandez Pvt. Ltd.",2.5880349418781257,857
Mcknight PLC Pvt. Ltd.,68.64969399309334,348
Wolfe-Foster Pvt. Ltd.,41.94763541128157,437
"Anderson, Williams and Smith Pvt. Ltd.",71.99070752135452,229
Walsh-Cooley Pvt. Ltd.,31.90012403564746,987
"Mendoza, Anderson and Harris Pvt. Ltd.",21.79967592928464,585
"Johnson, Spencer and Coleman Pvt. Ltd.",88.51084750634185,305
"Rose, Phelps and Smith Pvt. Ltd.",81.68703560402959,178
Cisneros Group Pvt. Ltd.,63.39681951153191,746
"Russell, Stewart and Cole Pvt. Ltd.",69.97303121461668,340
Ray-Buchanan Pvt. Ltd.,50.605127414888194,535
Gross-Simmons Pvt. Ltd.,83.41309217234468,224
"Clark, Stevenson and Goodwin Pvt. Ltd.",7.67468630800524,325
Edwards LLC Pvt. Ltd.,66.18059738551888,165
"Powers, Wood and Burnett Pvt. Ltd.",55.3606746024044,375
Glenn-Sanchez Pvt. Ltd.,56.86028636063645,478
Arellano-Shelton Pvt. Ltd.,77.81033983658179,230
Rivera-Kelly Pvt. Ltd.,27.687326401606327,946
"Chavez, Lawrence and Singleton Pvt. Ltd.",94.88760802353924,335
"Dixon, Brown and Hanson Pvt. Ltd.",69.06420229616609,609
"Garcia, Hayes and Hayden Pvt. Ltd.",42.32550447173077,216
"Warren, Henderson and Barnes Pvt. Ltd.",68.98712230441498,998
"Rose, Frank and Johns Pvt. Ltd.",94.1393850951242,976
"Roy, Turner and Harper Pvt. Ltd.",39.43650201740972,395
Knight-Lara Pvt. Ltd.,48.64866253954048,210
"Horton, Robertson and Fox Pvt. Ltd.",76.41519494793488,227
"Jones, Mcconnell and Mahoney Pvt. Ltd.",79.880050833508,565
Bradley-Smith Pvt. Ltd.,29.62428174680568,558
Villanueva-Eaton Pvt. Ltd.,1.985441173373237,825
"Collins, Cain and James Pvt. Ltd.",59.41123837029547,467
"Andrews, Nelson and Adams Pvt. Ltd.",52.75924026196635,667
"Steele, Perkins and Adams Pvt. Ltd.",8.30663196592475,299
"Porter, Perkins and Ponce Pvt. Ltd.",86.42539891375598,360
Rodriguez-Harrison Pvt. Ltd.,94.75538589872208,564
Knapp-Hopkins Pvt. Ltd.,57.28825376397614,838
"Garrison, Price and Lee Pvt. Ltd.",22.488247701158294,335
Hunter-Rodriguez Pvt. Ltd.,28.621346832141047,734
Henry-Gibson Pvt. Ltd.,58.84508491761825,245
"Woods, Bernard and Lopez Pvt. Ltd.",70.29990876266181,730
"Brewer, Campbell and Taylor Pvt. Ltd.",52.47807478412818,336
Jones-Howell Pvt. Ltd.,4.235679091347066,474
"Perkins, Diaz and Robinson Pvt. Ltd.",5.708485947662489,974
Shaw-Sullivan Pvt. Ltd.,82.11109515632816,670
Myers-Scott Pvt. Ltd.,9.302698024955111,674
"Copeland, Morrow and Howard Pvt. Ltd.",5.918156685396781,828
"Tanner, Kim and Thompson Pvt. Ltd.",98.9092751457827,442
Edwards-Herman Pvt. Ltd.,69.37608605277535,862
Fox-Jackson Pvt. Ltd.,76.01604182543646,337
Avery LLC Pvt. Ltd.,59.32693207106219,532
Lewis-Gutierrez Pvt. Ltd.,86.41172424478223,270
"Patterson, Mcdonald and Mason Pvt. Ltd.",54.674843404976215,814
"Nguyen, Reyes and Pierce Pvt. Ltd.",89.96900031524558,192
"Williams, Payne and Beasley Pvt. Ltd.",4.974809256807012,754
"George, Burgess and Hunt Pvt. Ltd.",55.52319243461364,410
"Ramirez, Walker and Sweeney Pvt. Ltd.",82.75703958200232,917
Maldonado-Chavez Pvt. Ltd.,33.410812910507225,542
"Young, Todd and Ellis Pvt. Ltd.",73.40484603489273,702
"Mcdowell, Holmes and Donaldson Pvt. Ltd.",25.36872321065865,719
Cruz-Gomez Pvt. Ltd.,33.61695334372708,606
"Miller, Costa and Rush Pvt. Ltd.",20.90683606562668,253
"Larson, Nelson and Tate Pvt. Ltd.",62.60902284233518,254
Goodman-Sharp Pvt. Ltd.,56.68772696302658,568
Price-Orozco Pvt. Ltd.,93.7039646380307,767
Aguirre-Robinson Pvt. Ltd.,61.94654328896701,828
Edwards-Robinson Pvt. Ltd.,26.199764595523067,290
"Arnold, Lewis and Roberts Pvt. Ltd.",19.72742846817398,596
Robinson-Henry Pvt. Ltd.,52.39917632435965,313
Wong-Boyd Pvt. Ltd.,32.13023460516703,606
"Hoffman, Gonzalez and Smith Pvt. Ltd.",65.13918110887889,929
Garrett-Reyes Pvt. Ltd.,32.49793464721956,610
Walters Inc Pvt. Ltd.,7.9824028224509185,481
Nelson-Hodges Pvt. Ltd.,4.0335798557790685,276
Wolfe-Lee Pvt. Ltd.,92.48268741286154,440
Berry-Blake Pvt. Ltd.,10.34888442272922,364
"Rodriguez, Powers and Douglas Pvt. Ltd.",81.36615555697826,248
"Owens, Hoover and Hill Pvt. Ltd.",61.79096199123239,514
Hanson-Torres Pvt. Ltd.,59.91478820250962,439
Maldonado-Nelson Pvt. Ltd.,5.0585512790937255,707
"Burton, Reynolds and Russo Pvt. Ltd.",13.183744394023012,682
"Martin, Mccall and Stone Pvt. Ltd.",35.84070898387374,193
Thomas-Nguyen Pvt. Ltd.,28.463784907325127,963
Cox Group Pvt. Ltd.,64.4677280461907,695
Collier Group Pvt. Ltd.,28.17281771867114,728
"Walters, Washington and Mcdonald Pvt. Ltd.",31.30226250618947,654
Hicks-Garcia Pvt. Ltd.,18.62601613823256,406
"Hancock, Hayes and Rivers Pvt. Ltd.",83.93968021138053,966
"Richards, Rangel and Hodges Pvt. Ltd.",83.25199939047731,999
Stone-Jimenez Pvt. Ltd.,80.47656790860029,995
"Miller, Flores and Marshall Pvt. Ltd.",78.36489242328335,588
"Bennett, Jones and Lopez Pvt. Ltd.",11.50636418346106,873
